name,nonwhite,district_percent_white,maj_min,standardized_vote_ideal_point,k_std_speech_ip,k_std_tweet_ip,feb_rank_vote,feb_rank_speech,feb_rank_tweet,bioguide_id,party,vote_ip_rank,kspeech_ip_rank,ktweet_ip_rank,k_vote_speech_gap,k_vote_tweet_gap,k_vote_speech_catgap,k_vote_tweet_catgap,gop,female,number_of_house_terms,rlvthouse,trump16,suburban,urban,district_unemployment_rate,allfreedom_v2,allprog_v2,allbluedog_v2,allnewdems_v2,allgoplead_v2,alldemlead_v2,allcmtechair_v2,alltopcmte_v2,tbip_floor_speeches,speech_ip_rank,allgoplead,alldemlead,allcmtechair,alltopcmte,var41,var42,allprobsolve_v2,allrsc_v2,allprog,allnewdems,allbluedog,allprobsolve,allrsc,allfreedom,present_cong115,present_cong116,born,district,dem,gender,black,hispanic,asianamer,house2016,house2016new,house2018,house2018new,clinton16,district_density,distict_density_sub,district_percent_female,district_percent_male,district_percent_senior,district_median_age,district_percent_black,district_percent_asian,district_percent_hispanic,district_percent_americanindian,district_mean_income,district_mean_minus_national_mea,district_median_income,district_median_minus_national_m,dwnominate_1,dwnominate_2,tbip_tweets,k_speech_tweet_gap,progressive_caucus_cong115,newdems_caucus_cong115,bluedog_caucus_cong115,problemsolvers_caucus_cong115,rsc_caucus_cong115,freedom_caucus_cong115,gop_leadership_cong115,dem_leadership_cong115,committeechair_cong115,topcommittee_cong115,progressive_caucus_cong116,newdems_caucus_cong116,bluedog_caucus_cong116,problemsolvers_caucus_cong116,rsc_caucus_cong116,freedom_caucus_cong116,gop_leadership_cong116,dem_leadership_cong116,committeechair_cong116,topcommittee_cong116,new116,rural,xgopfemale,xgopnonwhite,xgoprlvthouse,xgopterms,xgoptrump,xgopsuburban,xgopurban,xgoppercentwhite,xgopunemployment,xgopprobsolv,xgopcmtechair,xgoptopcmte,xgoprsc,xgopfreedom,xgopprog,xgopbluedog,xgopnewdems,xgopgoplead,xgopdemlead,k_vote_tweet_abscatgap,k_vote_speech_catgap_invert,k_vote_tweet_catgap_invert,k_vote_speech_gap_invert,k_vote_tweet_gap_invert,feb_gap_VS,feb_gap_VT,feb_gapcat_VS,feb_gapcat_VS_invert,feb_gapcat_VT_invert,minfemale,maj_black,maj_hispanic,maj_asian,demographic_sum,x_majmin_nonwhite,x_majblack_black,x_majhisp_hisp,x_female_majmin,x_female_majblack,x_female_majhisp
Cathy McMorris Rodgers,0,87.3,0,0.925564,1.0499,1.10089,317,377,384,M001159,Republican,359,398,399,-39,-40,0,0,1,1,8,54.76,52.2,0,0,3.6,0,0,0,0,0,0,0,1,0.352428,319,0,0,0,0,M001159,Cathy McMorris Rodgers,0,1,0,1,0,0,0,0,1,1,1969,WA-05,0,F,0,0,0,57.2126,0,54.76,54.76,39.1,Rural-suburban mix,Rural,50.43,49.57,0.47,38.2,1.7,2.5,6.8,1.7,78649,-13675,57837,-7875,0.425,0.117,0.476964,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,54.76,8,52.2,0,0,87.3,3.6,0,0,1,1,0,0,0,0,0,0,0,0,0,39,40,-60,-67,-60,1,1,0,0,0,0,100,0,0,0,0,0,0
Trent Kelly,0,66.8,0,1.07175,1.07715,1.10224,418,382,385,K000388,Republican,468,403,400,65,68,1,1,1,0,3,66.9053,65.4,0,0,2.5,0,0,0,0,0,0,0,0,0.360119,391,0,0,0,1,K000388,Trent Kelly,0,1,0,0,0,0,0,0,1,1,1966,MS-01,0,M,0,0,0,67.9214,0,66.9053,66.9053,32.4,Pure rural,Rural,50.91,49.09,0.64,38.3,29,1.1,3.3,0.1,68794,-23530,50243,-15469,0.628,0.242,0.477432,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,66.9053,3,65.4,0,0,66.8,2.5,0,0,0,1,0,0,0,0,0,0,1,-1,-1,-65,-68,36,33,36,0,0,0,0,0,0,100.3,0,0,0,0,0,0
Mike Bost,0,77.8,0,0.902796,1.3107,1.10609,308,420,386,B001295,Republican,349,448,401,-99,-52,-2,-1,1,0,3,51.5724,55,0,0,3.1,0,0,0,0,0,0,0,0,0.426044,328,1,0,1,0,B001295,Mike Bost,0,1,0,0,0,0,1,0,1,1,1960,IL-12,0,M,0,0,0,53.0611,0,51.5724,51.5724,40.2,Rural-suburban mix,Rural,50.46,49.54,0.56,40.4,16.7,1.3,3.4,0.3,70836,-21488,53008,-12704,0.27,0.505,0.478765,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,51.5724,3,55,0,0,77.8,3.1,0,0,0,1,0,0,0,0,0,0,1,2,1,99,52,-112,-78,-112,2,1,0,0,0,0,99.50001,0,0,0,0,0,0
Brett Guthrie,0,89.1,0,1.00136,0.8093,1.11,358,336,387,G000558,Republican,402,351,402,51,0,1,0,1,0,6,66.7198,67.5,0,0,2.9,0,0,0,0,0,0,0,1,0.284512,318,0,0,0,0,G000558,Brett Guthrie,0,1,0,0,0,0,0,0,1,1,1964,KY-02,0,M,0,0,0,83.1795,0,66.7198,66.7198,27.6,Pure rural,Rural,51.02,48.98,0.52,38.8,5.2,2.1,3.4,0.2,70384,-21940,53496,-12216,0.417,0.267,0.48012,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66.7198,6,67.5,0,0,89.1,2.9,0,0,1,1,0,0,0,0,0,0,0,-1,0,-51,0,22,-29,22,0,0,0,0,0,0,100,0,0,0,0,0,0
Lamar Smith,0,84.9,0,0.820073,1.0739,1.11187,278,381,388,S000583,Republican,308,402,403,-94,-95,-2,-2,1,0,16,53.6352,52.5,1,0,3.4,0,0,0,0,1,0,1,0,0.359201,283,1,0,1,0,S000583,Lamar Smith,0,1,0,0,0,0,0,0,1,0,1947,TX-21,0,M,0,0,0,53.6352,53.6352,,0,42.5,Dense suburban,Suburban,50.79,49.21,19.69,37.9,4,3.5,28.8,0.4,104981,17117,70391,8454,0.425,0.061,0.480767,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,53.6352,16,52.5,1,0,84.9,3.4,0,1,0,1,0,0,0,0,1,0,2,2,2,94,95,-103,-110,-103,2,2,0,0,0,0,121.6,0,0,0,0,0,0
Doug Collins,0,87.4,0,1.01358,0.501652,1.11207,374,277,389,C001093,Republican,420,287,404,133,16,3,0,1,0,4,79.5055,77.8,0,0,2.1,0,0,0,0,1,0,0,0,0.197671,278,0,0,0,0,C001093,Doug Collins,0,1,0,0,0,0,1,1,1,1,1966,GA-09,0,M,0,0,0,89.2578,0,79.5055,79.5055,19.3,Pure rural,Rural,51.12,48.88,0.53,41.3,6.5,1.4,13.4,0.2,80198,-12126,59728,-5984,0.616,0.108,0.480837,-117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,79.5055,4,77.8,0,0,87.4,2.1,0,0,0,1,0,0,0,0,1,0,0,-3,0,-133,-16,97,-15,97,-2,0,0,0,0,0,108.9,0,0,0,0,0,0
Lloyd Smucker,0,89.1,0,0.982286,1.08991,1.11591,344,387,390,S001199,Republican,387,408,405,-21,-18,0,0,1,0,2,58.976,60.5,1,0,1.8,0,0,0,0,0,0,0,0,0.363719,344,1,0,1,1,S001199,Lloyd Smucker,1,1,0,0,0,0,1,0,1,1,1964,PA-11,0,M,0,0,0,52.7652,0,58.976,58.976,34.7,Sparse suburban,Suburban,51.01,48.99,0.5,39.5,3.7,1.8,8.9,0.1,88356,-3968,68811,3099,0.415,0.302,0.482165,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,58.976,2,60.5,1,0,89.1,1.8,1,0,0,1,0,0,0,0,0,0,0,0,0,21,18,-43,-46,-43,0,1,0,0,0,0,103.6,0,0,0,0,0,0
Greg Walden,0,89.7,0,0.800414,0.222375,1.11894,267,248,391,W000791,Republican,294,257,406,37,-112,0,-2,1,0,11,56.3037,56.5,0,0,3.3,0,0,0,0,1,0,1,1,0.118839,237,0,0,0,0,W000791,Greg Walden,0,0,0,0,0,0,1,0,1,1,1957,OR-02,0,M,0,0,0,64.1204,0,56.3038,56.3037,36.4,Rural-suburban mix,Rural,50.25,49.75,0.54,42.3,0.8,1.1,14.2,2.3,76252,-16072,57870,-7842,0.334,-0.016,0.483214,-149,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,56.3037,11,56.5,0,0,89.7,3.3,0,1,1,0,0,0,0,0,1,0,2,0,2,-37,112,19,-124,19,0,2,0,0,0,0,108.1,0,0,0,0,0,0
Jimmy Duncan (politician),0,88.9,0,0.728933,0.432411,1.11967,253,270,392,D000533,Republican,274,279,407,-5,-133,0,-3,1,0,16,70.961,65.1,0,0,4.5,0,0,0,0,0,0,0,1,0.178126,240,0,0,0,0,D000533,Jimmy Duncan (politician),0,0,1,0,0,0,0,0,1,0,1947,TN-02,0,M,0,0,0,70.961,70.961,,0,29.7,Rural-suburban mix,Rural,51.22,48.78,21.88,39.8,6.2,1.6,4.3,0.3,74163,-13701,54284,-7653,0.604,-0.476,0.483469,-128,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,70.961,16,65.1,0,0,88.9,4.5,0,0,1,0,0,0,0,0,0,0,3,0,3,5,133,-17,-139,-17,0,3,0,0,0,0,101.3,0,0,0,0,0,0
Warren Davidson,0,87.5,0,1.00833,0.568269,1.12396,364,288,393,D000626,Republican,408,298,408,110,0,2,0,1,0,3,66.576,65.1,0,0,2.7,1,0,0,0,0,0,0,0,0.216476,284,0,0,0,0,D000626,Warren Davidson,0,1,0,0,0,0,1,0,1,1,1970,OH-08,0,M,0,0,0,67.7904,0,66.576,66.576,30.6,Rural-suburban mix,Rural,51.04,48.96,0.43,39,6.8,2.4,3.7,0.1,81033,-11291,62845,-2867,0.714,-0.323,0.484953,-110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66.576,3,65.1,0,0,87.5,2.7,0,0,0,1,1,0,0,0,0,0,0,-2,0,-110,0,76,-29,76,-1,0,0,0,0,0,100.5,0,0,0,0,0,0
Jason Smith (Missouri representative),0,92,0,1.07651,1.4343,1.12802,423,432,394,S001195,Republican,473,462,409,11,64,0,1,1,0,4,73.3898,75.4,0,0,2.6,0,0,0,0,1,0,0,1,0.460933,438,0,0,0,0,S001195,Jason Smith (Missouri representative),0,1,1,0,0,0,0,0,1,1,1980,MO-08,0,M,0,0,0,73.9327,0,73.3898,73.3898,21,Pure rural,Rural,50.63,49.37,0.48,40.7,4.8,0.9,1.9,0.3,60291,-32033,45656,-20056,0.591,0.217,0.48636,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,73.3898,4,75.4,0,0,92,2.6,0,0,1,1,0,0,0,0,1,0,1,0,-1,-11,-64,-9,29,-9,0,0,0,0,0,0,99.9,0,0,0,0,0,0
Tom Cole,0,75.1,0,0.838149,-0.505019,1.13326,284,177,395,C001053,Republican,316,182,411,134,-95,3,-2,1,0,9,63.0613,65.7,0,0,2.5,0,0,0,0,1,0,1,1,-0.086485,180,0,0,0,0,C001053,Tom Cole,0,1,0,0,0,0,1,0,1,1,1949,OK-04,0,M,0,0,0,66.6954,0,63.0613,63.0613,28.3,Rural-suburban mix,Rural,50.19,49.81,0.51,36.5,7.1,2.4,8.8,5.9,77458,-14866,59463,-6249,0.331,0.356,0.488174,-229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63.0613,9,65.7,0,0,75.1,2.5,0,1,1,1,0,0,0,0,1,0,2,-3,2,-134,95,107,-111,107,-2,2,0,0,0,0,99.3,0,0,0,0,0,0
Bill Huizenga,0,84.8,0,0.993554,0.675127,1.13338,351,312,396,H001058,Republican,394,324,412,70,-18,1,0,1,0,5,55.316,55.8,0,0,2.4,0,0,0,0,0,0,0,0,0.246638,299,0,0,0,0,H001058,Bill Huizenga,0,1,0,1,1,0,0,0,1,1,1969,MI-02,0,M,0,0,0,59.163,0,55.316,55.316,38.2,Rural-suburban mix,Rural,50.68,49.32,0.56,37.3,6.2,2.3,9.6,0.5,75299,-17025,59356,-6356,0.599,-0.041,0.488217,-88,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,55.316,5,55.8,0,0,84.8,2.4,0,0,0,1,0,0,0,0,0,0,0,-1,0,-70,18,39,-45,39,0,1,0,0,0,0,103.4,0,0,0,0,0,0
Harold Rogers,0,96.4,0,0.937876,-0.048238,1.13346,322,222,397,R000395,Republican,364,228,413,136,-49,3,-1,1,0,20,78.9356,79.6,0,0,3.4,0,0,0,0,0,0,0,1,0.042452,224,0,0,0,0,R000395,Harold Rogers,0,0,0,0,0,0,1,0,1,1,1937,KY-05,0,M,0,0,0,89.5451,0,78.9356,78.9356,17.5,Pure rural,Rural,50.58,49.42,0.51,41.3,1.2,0.6,1.4,0.2,54140,-38184,35636,-30076,0.335,0.106,0.488245,-185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,78.9356,20,79.6,0,0,96.4,3.4,0,0,1,0,0,0,0,0,0,0,1,-3,1,-136,49,100,-75,100,-2,1,0,0,0,0,99.8,0,0,0,0,0,0
Patrick T. McHenry,0,81.2,0,0.929022,0.128851,1.13712,318,239,398,M001156,Republican,360,248,414,112,-54,2,-1,1,0,8,59.2927,67.8,0,0,3,0,0,0,0,1,0,1,0,0.09244,241,0,0,0,0,M001156,Patrick T. McHenry,0,1,0,0,0,0,0,0,1,1,1975,NC-10,0,M,0,0,0,61.4349,0,59.2927,59.2927,29.6,Rural-suburban mix,Rural,51.53,48.47,0.62,42.1,12.6,1.8,7.1,0.5,72992,-19332,53189,-12523,0.555,0.07,0.489512,-166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59.2927,8,67.8,0,0,81.2,3,0,1,0,1,0,0,0,0,1,0,1,-2,1,-112,54,79,-80,79,-1,1,0,0,0,0,103.2,0,0,0,0,0,0
Liz Cheney,0,90.9,0,0.996513,0.809507,1.14137,352,337,399,C001109,Republican,396,352,415,44,-19,0,0,1,1,2,63.5857,70.1,0,0,2.3,0,0,0,0,1,0,0,0,0.28457,317,0,0,0,0,C001109,Liz Cheney,0,1,1,1,0,0,0,0,1,1,1966,WY-AL,0,F,0,0,0,61.7649,0,63.5857,63.5857,22.5,Pure rural,Rural,49.24,50.76,0.52,38.1,1.2,0.8,10.1,2.4,83155,-9169,65003,-709,0.503,0.52,0.490985,-63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,63.5857,2,70.1,0,0,90.9,2.3,0,0,0,1,0,0,0,0,1,0,0,0,0,-44,19,15,-47,15,0,1,0,0,0,0,105.4,0,0,0,0,0,0
Clay Higgins,0,69.8,0,1.02198,1.00177,1.14632,380,370,400,H001077,Republican,426,390,416,36,10,0,0,1,0,2,34.2077,67.3,0,0,3.1,0,0,0,0,0,0,0,0,0.338841,355,0,1,1,1,H001077,Clay Higgins,0,1,1,0,0,0,0,0,1,1,1961,LA-03,0,M,0,0,0,14.1339,0,34.2077,34.2077,29.2,Rural-suburban mix,Rural,51.2,48.8,0.65,36.8,25,1.5,4.2,0.4,72910,-19414,51504,-14208,0.564,-0.083,0.492697,-26,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.2077,2,67.3,0,0,69.8,3.1,0,0,0,1,0,0,0,0,0,0,0,0,0,-36,-10,10,-20,10,0,0,0,0,0,0,100.9,0,0,0,0,0,0
Greg Pence,0,92.6,0,1.17565,2.02476,1.14954,434,451,401,P000615,Republican,486,483,418,3,68,0,1,1,0,1,63.8161,67.7,0,0,2.4,0,0,0,0,0,0,0,0,0.627604,465,0,0,0,0,P000615,Greg Pence,0,0,1,0,0,0,0,0,0,1,1956,IN-06,0,M,0,0,0,,0,63.8161,63.8161,27.4,Pure rural,Rural,50.62,49.38,0.44,40.5,2.1,1.7,3.1,0.3,72193,-20131,55959,-9753,0.421,0.621,0.493814,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,63.8161,1,67.7,0,0,92.6,2.4,0,0,0,0,0,0,0,0,0,0,1,0,-1,-3,-68,-17,33,-17,0,0,0,0,0,0,99.8,0,0,0,0,0,0
Mo Brooks,0,75,0,1.03319,1.08617,1.15088,393,386,402,B001274,Republican,440,407,419,33,21,0,0,1,0,5,61.0201,64.7,0,0,2.6,1,0,0,0,0,0,0,0,0.362665,378,0,0,0,0,B001274,Mo Brooks,0,1,0,0,0,0,1,0,1,1,1954,AL-05,0,M,0,0,0,64.0968,0,61.0201,61.0201,31.3,Rural-suburban mix,Rural,50.85,49.15,0.56,39.7,18.3,1.7,5.5,0.5,80182,-12142,59950,-5762,0.644,-0.452,0.494277,-12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,61.0201,5,64.7,0,0,75,2.6,0,0,0,1,1,0,0,0,0,0,0,0,0,-33,-21,7,-9,7,0,0,0,0,0,0,101,0,0,0,0,0,0
Tom McClintock,0,84.4,0,1.07367,0.851848,1.15771,420,344,403,M001177,Republican,470,359,420,111,50,2,1,1,0,6,54.1315,54,0,0,2.4,0,0,0,0,0,0,0,0,0.296522,351,0,0,0,0,M001177,Tom McClintock,0,1,0,0,0,0,1,0,1,1,1956,CA-04,0,M,0,0,0,58.4898,0,54.1315,54.1315,39.3,Rural-suburban mix,Rural,50.28,49.72,0.69,44.9,1.7,5.9,13.1,1.2,113380,21056,86374,20662,0.721,-0.48,0.496643,-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,54.1315,6,54,0,0,84.4,2.4,0,0,0,1,0,0,0,0,0,0,1,-2,-1,-111,-50,76,17,76,-1,0,0,0,0,0,106.3,0,0,0,0,0,0
Darin LaHood,0,90.3,0,1.01206,1.48405,1.1602,369,438,404,L000585,Republican,415,468,421,-53,-6,-1,0,1,0,3,67.2334,60.6,0,0,2.5,0,0,0,0,0,0,0,1,0.474976,390,0,0,0,0,L000585,Darin LaHood,0,1,0,0,0,0,0,1,1,1,1968,IL-18,0,M,0,0,0,69.8976,0,67.2334,67.2334,33.3,Rural-suburban mix,Rural,51.68,48.32,0.56,40.7,3.8,2.9,2.9,0.1,86615,-5709,67284,1572,0.457,0.161,0.497504,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,67.2334,3,60.6,0,0,90.3,2.5,0,0,1,1,0,0,0,0,0,0,0,1,0,53,6,-69,-35,-69,1,0,0,0,0,0,100,0,0,0,0,0,0
Steve Womack,0,83.8,0,0.946616,1.01605,1.16057,327,372,405,W000809,Republican,370,392,422,-22,-52,0,-1,1,0,5,64.7418,61.9,0,0,3,0,0,0,0,1,0,1,1,0.342873,324,0,0,0,0,W000809,Steve Womack,0,0,0,0,0,1,0,0,1,1,1957,AR-03,0,M,0,0,0,71.6604,0,64.7418,64.7418,30.5,Rural-suburban mix,Rural,51.03,48.97,0.44,36.2,3.1,3.1,14.9,1.1,76973,-15351,54310,-11402,0.349,0.581,0.497632,-30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,64.7418,5,61.9,0,0,83.8,3,0,1,1,0,0,0,0,0,1,0,1,0,1,22,52,-45,-78,-45,1,1,0,0,0,0,106,0,0,0,0,0,0
Markwayne Mullin,0,65.9,0,0.946878,1.09089,1.16082,328,388,406,M001190,Republican,371,409,423,-38,-52,0,-1,1,0,4,65.023,72.9,0,0,2.6,0,0,0,0,0,0,0,1,0.363997,333,0,0,0,0,M001190,Markwayne Mullin,0,1,0,1,0,1,0,0,1,1,1977,OK-02,0,M,0,0,0,68.119,0,65.023,65.023,22.8,Pure rural,Rural,50.62,49.38,0.41,40.3,3.2,0.7,5.7,17.2,61010,-31314,45207,-20505,0.515,0.418,0.49772,-14,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,65.023,4,72.9,0,0,65.9,2.6,0,0,1,1,0,0,0,0,0,0,1,0,1,38,52,-60,-78,-60,1,1,0,0,0,0,92.7,0,0,0,0,0,0
Mike Johnson (Louisiana),0,60.8,0,1.02936,0.960843,1.16099,389,361,407,J000299,Republican,436,380,424,56,12,1,0,1,0,2,64.2434,60.6,0,0,3.2,0,0,0,0,0,0,0,0,0.327288,353,0,0,0,0,J000299,Mike Johnson (Louisiana),0,1,0,1,0,1,0,0,1,1,1972,LA-04,0,M,0,0,0,22.802,0,64.2434,64.2434,36.6,Pure rural,Rural,49.55,50.45,0.62,38.3,33.9,1,4.4,0.9,63751,-28573,44580,-21132,0.556,-0.093,0.49778,-44,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,64.2434,2,60.6,0,0,60.8,3.2,0,0,0,1,0,0,0,0,0,0,0,-1,0,-56,-12,28,-18,28,0,0,0,0,0,0,101,0,0,0,0,0,0
Kevin McCarthy (California),0,72.1,0,0.968033,0.655105,1.16112,340,307,408,M001165,Republican,383,318,425,65,-42,1,0,1,0,7,63.717,58.1,1,0,4.7,0,0,0,0,1,0,0,0,0.240987,292,0,0,0,0,M001165,Kevin McCarthy (California),0,0,0,1,1,1,0,0,1,1,1965,CA-23,0,M,0,0,0,66.6645,0,63.717,63.717,36.1,Dense suburban,Suburban,49.65,50.35,0.93,35.1,6.8,5,40.7,1,85125,-7199,63550,-2162,0.458,0.208,0.497825,-107,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,63.717,7,58.1,1,0,72.1,4.7,0,0,0,0,0,0,0,0,1,0,0,-1,0,-65,42,33,-68,33,0,1,0,0,0,0,125.6,0,0,0,0,0,0
Steve Scalise,0,79.4,0,1.07253,0.290386,1.16561,419,254,409,S001176,Republican,469,263,427,206,42,4,0,1,0,7,71.4954,68.7,0,0,2.6,0,0,0,0,1,0,0,1,0.138036,261,0,0,0,0,S001176,Steve Scalise,0,1,1,0,0,0,0,0,1,1,1965,LA-01,0,M,0,0,0,73.174,0,71.4954,71.4954,26.7,Rural-suburban mix,Rural,51.55,48.45,0.71,39.1,14,2.2,8.9,1.1,85515,-6809,61431,-4281,0.563,0.151,0.499379,-164,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,71.4954,7,68.7,0,0,79.4,2.6,0,0,1,1,0,0,0,0,1,0,0,-4,0,-206,-42,165,10,165,-3,0,0,0,0,0,105.6,0,0,0,0,0,0
Blaine Luetkemeyer,0,91.7,0,0.937667,0.917874,1.16746,321,355,410,L000569,Republican,363,373,428,-10,-65,0,-1,1,0,6,65.0763,67.1,0,0,2.1,0,0,0,0,0,0,0,0,0.315159,311,0,0,0,1,L000569,Blaine Luetkemeyer,0,1,0,0,0,0,1,0,1,1,1952,MO-03,0,M,0,0,0,66.5436,0,65.0763,65.0763,28.1,Rural-suburban mix,Rural,50.02,49.98,0.54,39.8,4,1.3,2.7,0.4,85293,-7031,69621,3909,0.439,0.248,0.500019,-55,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,65.0763,6,67.1,0,0,91.7,2.1,0,0,0,1,0,0,0,0,0,0,1,0,1,10,65,-34,-89,-34,0,2,0,0,0,0,100.1,0,0,0,0,0,0
Frank D. Lucas,0,79.8,0,0.937251,0.883455,1.17507,320,348,411,L000491,Republican,362,365,430,-3,-68,0,-1,1,0,14,73.8739,73.6,0,0,2,0,0,0,0,1,0,1,0,0.305444,308,0,0,0,0,L000491,Frank D. Lucas,0,0,0,0,0,0,1,0,1,1,1960,OK-03,0,M,0,0,0,76.3204,0,73.8739,73.8739,20.9,Pure rural,Rural,49.73,50.27,0.46,37,3.6,1.4,10.6,6.7,72691,-19633,54629,-11083,0.362,0.414,0.502655,-65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,73.8739,14,73.6,0,0,79.8,2,0,1,0,0,0,0,0,0,1,0,1,0,1,3,68,-28,-91,-28,0,2,0,0,0,0,102.1,0,0,0,0,0,0
Andy Barr,0,83.9,0,1.03828,0.885444,1.1758,398,349,412,B001282,Republican,446,366,431,80,15,1,0,1,0,4,50.9984,54.7,0,0,3,0,0,0,0,0,0,0,0,0.306005,349,0,0,0,0,B001282,Andy Barr,0,1,0,0,0,0,0,0,1,1,1973,KY-06,0,M,0,0,0,56.2661,0,50.9984,50.9984,39.4,Rural-suburban mix,Rural,51.37,48.63,0.61,37.2,8.9,2,4.9,0.2,76663,-15661,55613,-10099,0.495,0.277,0.502909,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50.9984,4,54.7,0,0,83.9,3,0,0,0,1,0,0,0,0,0,0,0,-1,0,-80,-15,49,-14,49,-1,0,0,0,0,0,99.9,0,0,0,0,0,0
Steve Russell (politician),0,68.5,0,0.711427,0.538435,1.17811,250,285,413,R000604,Republican,269,295,432,-26,-163,0,-3,1,0,2,53.5089,53.2,1,0,4.1,0,0,0,0,0,0,0,0,0.208054,242,0,0,0,0,R000604,Steve Russell (politician),0,0,0,0,0,0,1,0,1,0,1963,OK-05,0,M,0,0,0,53.5089,53.5089,,0,39.8,Dense suburban,Suburban,51.18,48.82,17.1,35,13.4,3.2,17.1,4.5,76576,-11288,51422,-10515,0.473,-0.183,0.50371,-137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53.5089,2,53.2,1,0,68.5,4.1,0,0,0,0,0,0,0,0,0,0,3,0,3,26,163,-35,-163,-35,0,3,0,0,0,0,106.7,0,0,0,0,0,0
Drew Ferguson,0,68.6,0,1.01414,1.26444,1.17868,375,417,414,F000465,Republican,421,443,433,-22,-12,0,0,1,0,2,65.5263,64.3,0,0,2.7,0,0,0,0,0,0,0,1,0.412986,383,0,0,0,0,F000465,Drew Ferguson,0,1,0,0,0,0,0,0,1,1,1967,GA-03,0,M,0,0,0,66.9605,0,65.5263,65.5263,32.8,Rural-suburban mix,Rural,50.83,49.17,0.82,38.9,25.4,2.1,6,0.2,84097,-8227,66614,902,0.619,0.138,0.503906,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65.5263,2,64.3,0,0,68.6,2.7,0,0,1,1,0,0,0,0,0,0,0,0,0,22,12,-42,-39,-42,0,0,0,0,0,0,102.3,0,0,0,0,0,0
Todd Rokita,0,88.4,0,0.876078,0.958699,1.18124,300,360,415,R000592,Republican,337,379,434,-42,-97,0,-2,1,0,4,64.3532,64.3,0,0,3.6,0,0,0,0,0,0,0,0,0.326683,300,0,0,0,0,R000592,Todd Rokita,0,1,0,1,0,0,0,0,1,0,1970,IN-04,0,M,0,0,0,64.3532,64.3532,,0,30.2,Rural-suburban mix,Rural,49.57,50.43,19.13,37.2,4.1,3.1,6.4,0.2,75257,-12607,59033,-2904,0.602,-0.16,0.504791,-55,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,64.3532,4,64.3,0,0,88.4,3.6,0,0,0,1,0,0,0,0,0,0,2,0,2,42,97,-60,-115,-60,1,2,0,0,0,0,102.2,0,0,0,0,0,0
