Bioguide_ID,Name,Gender,Party,Born,Number_of_House_Terms,District,TBIP_Floor_Speeches,Standardized_Speech_Ideal_Point
R000585,Tom Reed (New York),M,Republican,1971,4,NY-23,0.22871758,0.632233739
R000586,Jim Renacci,M,Republican,1958,3,OH-16,0.43310228,1.40057981
R000587,Reid Ribble,M,Republican,1956,3,WI-08,-0.032407545,-0.349417478
R000588,Cedric Richmond,M,Democrat,1973,3,LA-02,-0.180159584,-0.904863656
R000591,Martha Roby,F,Republican,1976,3,AL-02,0.21156916,0.567767441
R000592,Todd Rokita,M,Republican,1970,3,IN-04,0.107673667,0.177191705
R000593,Dennis A. Ross,M,Republican,1959,3,FL-15,0.205106765,0.543473244
R000597,Tom Rice (South Carolina),M,Republican,1957,2,SC-07,0.149883881,0.335873127
R000598,Keith Rothfus,M,Republican,1962,2,PA-12,0.230641618,0.639466763
R000599,Raul Ruiz,M,Democrat,1972,2,CA-36,-0.406399012,-1.75536859
R000600,Amata Radewagen,F,Republican,1947,1,AS-AL,0.254325598,0.728502274
R000601,John Ratcliffe,M,Republican,1965,1,TX-04,0.370169193,1.16399467
R000602,Kathleen Rice,F,Democrat,1965,1,NY-04,0.061766509,0.004612309
R000603,David Rouzer,M,Republican,1972,1,NC-07,0.366074383,1.148600936
R000604,Steve Russell (politician),M,Republican,1963,1,OK-05,0.099847168,0.147769436
S000018,Matt Salmon,M,Republican,1958,5,AZ-05,0.070620872,0.037898634
S000030,Loretta Sanchez,F,Democrat,1960,10,CA-46,-0.224616975,-1.071992993
S000051,Mark Sanford,M,Republican,1960,5,SC-01,0.098306954,0.141979292
S000185,Robert C. Scott,M,Democrat,1947,12,VA-03,-0.300664932,-1.357881069
S000244,Jim Sensenbrenner,M,Republican,1943,19,WI-05,0.280301899,0.826155365
S000248,Jose Serrano,M,Democrat,1943,14,NY-15,-0.226380751,-1.078623533
S000250,Pete Sessions,M,Republican,1955,10,TX-32,0.117366143,0.213628754
S000344,Brad Sherman,M,Democrat,1954,10,CA-30,-0.029303443,-0.33774817
S000364,John Shimkus,M,Republican,1958,10,IL-15,0.163890108,0.388526946
S000480,Louise Slaughter,F,Democrat,1929,15,NY-25,-0.395091206,-1.712859035
S000510,Adam Smith,M,Democrat,1965,10,WA-09,0.039574306,-0.078815132
S000522,Chris Smith (New Jersey),M,Republican,1953,18,NJ-04,0.185064808,0.468129277
S000583,Lamar Smith,M,Republican,1947,15,TX-21,0.443576425,1.439955473
S001145,Jan Schakowsky,F,Democrat,1944,9,IL-09,-0.354759365,-1.561239004
S001148,Michael K. Simpson,M,Republican,1950,9,ID-02,0.055463482,-0.019082746
S001150,Adam Schiff,M,Democrat,1960,8,CA-28,-0.073299624,-0.503143609
S001154,Bill Shuster,M,Republican,1961,8,PA-09,0.044507343,-0.060270302
S001156,Linda Sánchez,F,Democrat,1969,7,CA-38,-0.299629837,-1.35398984
S001157,David Scott (Georgia),M,Democrat,1945,7,GA-13,0.091699399,0.117139421
S001168,John Sarbanes,M,Democrat,1962,5,MD-03,-0.283548534,-1.293535113
S001172,Adrian Smith,M,Republican,1970,5,NE-03,0.362201244,1.134040594
S001175,Jackie Speier,F,Democrat,1950,5,CA-14,-0.276574224,-1.26731658
S001176,Steve Scalise,M,Republican,1965,5,LA-01,0.286318958,0.848775327
S001177,Gregorio Sablan,M,Democrat,1955,4,MP-AL,0.001649111,-0.221387833
S001180,Kurt Schrader,M,Democrat,1951,4,OR-05,-0.071928896,-0.497990638
S001183,David Schweikert,M,Republican,1962,3,AZ-06,0.201049551,0.528220952
S001185,Terri Sewell,F,Democrat,1965,3,AL-07,-0.229032293,-1.088591576
S001187,Steve Stivers,M,Republican,1965,3,OH-15,0.180720285,0.45179683
S001188,Marlin Stutzman,M,Republican,1976,4,IN-03,0.292642891,0.872548997
S001189,Austin Scott,M,Republican,1969,3,GA-08,0.374122262,1.178855538
S001191,Kyrsten Sinema,F,Democrat,1976,2,AZ-09,0.337933958,1.042812347
S001192,Chris Stewart (Utah),M,Republican,1960,2,UT-02,0.226453424,0.623722017
S001193,Eric Swalwell,M,Democrat,1980,2,CA-15,-0.217488602,-1.045195222
S001195,Jason Smith (Missouri representative),M,Republican,1980,2,MO-08,0.429837555,1.388306737
S001196,Elise Stefanik,F,Republican,1984,1,NY-21,0.447542131,1.454863787
T000193,Bennie Thompson,M,Democrat,1948,12,MS-02,-0.045019209,-0.396828651
T000238,Mac Thornberry,M,Republican,1958,11,TX-13,0.137080163,0.287739962
T000460,Mike Thompson (California),M,Democrat,1951,9,CA-05,-0.401185244,-1.735768437
T000462,Patrick J. Tiberi,M,Republican,1962,8,OH-12,0.229973987,0.63695693
T000463,Michael R. Turner,M,Republican,1960,7,OH-10,0.1783171,0.442762524
T000465,Niki Tsongas,F,Democrat,1946,5,MA-03,-0.240071356,-1.130090833
T000467,Glenn Thompson (Pennsylvania),M,Republican,1959,4,PA-05,0.444348812,1.442859054
T000468,Dina Titus,F,Democrat,1950,3,NV-01,0.029501762,-0.116680987
T000469,Paul Tonko,M,Democrat,1949,4,NY-20,-0.268843025,-1.238252521
T000470,Scott Tipton,M,Republican,1956,3,CO-03,0.315986246,0.960303962
T000472,Mark Takano,M,Democrat,1960,2,CA-41,-0.003613841,-0.24117291
T000473,Mark Takai,M,Democrat,1967,1,HI-01,-0.131592169,-0.722283542
T000474,Norma Torres,F,Democrat,1965,1,CA-35,-0.270284444,-1.243671298
T000475,Dave Trott (politician),M,Republican,1960,1,MI-11,0.133186027,0.273100674
U000031,Fred Upton,M,Republican,1953,15,MI-06,0.092729732,0.12101277
V000081,Nydia Velazquez,F,Democrat,1953,12,NY-07,-0.1564821,-0.815852582
V000108,Peter J. Visclosky,M,Democrat,1949,16,IN-01,-0.000462069,-0.229324415
V000128,Chris Van Hollen,M,Democrat,1959,7,MD-08,-0.531626463,-2.226137877
V000129,David G. Valadao,M,Republican,1977,2,CA-21,0.263743073,0.763905525
V000130,Juan Vargas,M,Democrat,1961,2,CA-51,-0.111830302,-0.647992492
V000131,Marc Veasey,M,Democrat,1971,2,TX-33,-0.243282482,-1.142162442
W000187,Maxine Waters,F,Democrat,1938,13,CA-43,-0.303770483,-1.369555831
W000413,Ed Whitfield,M,Republican,1943,11,KY-01,0.189884961,0.486249745
W000791,Greg Walden,M,Republican,1957,9,OR-02,0.218736812,0.594712913
W000795,Joe Wilson,M,Republican,1947,8,SC-02,0.867821515,3.034825802
W000796,Lynn A. Westmoreland,M,Republican,1950,6,GA-03,0.127494678,0.25170511
W000797,Debbie Wasserman Schultz,F,Democrat,1966,6,FL-23,-0.319767356,-1.429692984
W000798,Tim Walberg,M,Republican,1951,4,MI-07,0.30824396,0.931198299
W000799,Tim Walz,M,Democrat,1964,5,MN-01,0.188440979,0.480821341
W000800,Peter Welch,M,Democrat,1947,5,VT-AL,-0.121638633,-0.684865117
W000804,Robert J. Wittman,M,Republican,1959,5,VA-01,0.168117449,0.404418826
W000808,Frederica Wilson,F,Democrat,1942,3,FL-24,-0.18185994,-0.911255836
W000809,Steve Womack,M,Republican,1957,3,AR-03,0.316337824,0.961625695
W000810,Rob Woodall,M,Republican,1970,3,GA-07,0.128538758,0.255630136
W000812,Ann Wagner,F,Republican,1962,2,MO-02,0.367056847,1.152294397
W000813,Jackie Walorski,F,Republican,1963,2,IN-02,0.429398358,1.386655688
W000814,Randy Weber,M,Republican,1953,2,TX-14,0.233230755,0.649200141
W000815,Brad Wenstrup,M,Republican,1958,2,OH-02,0.505950987,1.67444098
W000816,Roger Williams,M,Republican,1949,2,TX-25,0.339236498,1.047708988
W000819,Mark Walker (North Carolina),M,Republican,1969,1,NC-06,0.449563116,1.462461352
W000820,Mimi Walters,F,Republican,1962,1,CA-45,0.394813389,1.256639957
W000821,Bruce Westerman,M,Republican,1967,1,AR-04,0.337406993,1.040831327
W000822,Bonnie Watson Coleman,F,Democrat,1945,1,NJ-12,-0.376336128,-1.642352819
Y000033,Don Young (Alaska),M,Republican,1933,22,AK-AL,0.182490319,0.458450943
Y000062,John Yarmuth,M,Democrat,1947,5,KY-03,-0.391709656,-1.700146675
Y000063,Kevin Yoder,M,Republican,1976,3,KS-03,0.261996567,0.757339835
Y000064,Todd Young,M,Republican,1972,3,IN-09,0.261562765,0.755709052
Y000065,Ted Yoho,M,Republican,1955,2,FL-03,0.370021522,1.163439512
Y000066,David Young (Iowa politician),M,Republican,1968,1,IA-03,0.246795043,0.700192571
Z000017,Lee Zeldin,M,Republican,1980,1,NY-01,0.247924387,0.70443815
Z000018,Ryan Zinke,M,Republican,1961,2,MT-AL,0.394405216,1.255105495
